"GeneIds","Gene","Donor01_ntCtrl_O2","Donor01_ntCtrl_RA","Donor02_ntCtrl_O2","Donor02_ntCtrl_RA","Donor03_ntCtrl_O2","Donor03_ntCtrl_RA","Donor04_ntCtrl_O2","Donor04_ntCtrl_RA","Donor05_ntCtrl_O2","Donor05_ntCtrl_RA"
"ENSG00000188089.14","PLA2G4E",84.4377580299562,51.9753227715757,14.9585903949455,30.8666793057024,42.7089961710201,45.7024968690626,91.6482370637444,126.022078480356,177.580643818648,17.3434266899734
"ENSG00000188092.15","GPR89B",101.599903971004,105.664117722434,63.5740091785185,101.745720674352,88.9770753562919,76.1708281151044,71.2819621606901,75.3316335050171,86.8739840263889,88.162419007365
"ENSG00000188112.10","C6orf132",5606.52983602157,5175.25713882689,7440.02889768603,5596.01463708939,7380.35181055322,7359.19015060644,8377.32774345634,7250.1416993894,5955.97814016213,5390.91512946674
"ENSG00000188130.14","MAPK12",220.361953883057,123.369996908355,218.769384526078,94.8864586064186,151.854208608071,154.517965604926,117.445518607613,55.6186826812743,233.793221718076,115.622844599823
"ENSG00000188153.14","COL4A5",1505.46344194873,1591.81565455364,1220.99494098743,1458.7363997806,1710.73256885031,1875.97868100629,996.589718589458,1056.05093698622,1492.18843151209,1706.88224340489
"ENSG00000188157.15","AGRN",16122.1198970205,13630.671186194,16069.2657317702,15120.1000184156,11769.8875281303,13665.0465638497,16466.1332591194,12810.6018996008,15659.0356207566,19152.9242079607
"ENSG00000188158.17","NHS",422.875275987423,422.656470889736,329.088988688802,530.44959992022,653.684913617558,546.253653054034,322.46601929836,298.510398188105,516.13366980384,559.325510751643
"ENSG00000188167.9","TMPPE",55.6053528489956,65.1119428127432,71.0533043759913,43.4419930969145,74.7407432992852,46.7906515564213,80.7862237821154,66.1791920511365,51.1023435449346,60.701993414907
"ENSG00000188171.17","ZNF626",282.832165108471,147.358607418313,256.165860513442,179.484024110936,187.445038750588,151.25350154285,332.649156749887,260.492564456601,146.919237691687,323.743964879504
"ENSG00000188177.15","ZC3H6",404.340158371091,359.258000256276,317.870045892593,299.521110299779,374.890077501176,325.358251520232,331.970280919785,291.470058608197,650.277321609293,251.479687004615
"ENSG00000188185.13","LINC00265",173.680916923406,162.779857031858,93.4911899684096,96.0296689510742,131.686071527312,125.137789046243,85.5383545928281,80.9639051689436,148.19679628031,144.528555749779
"ENSG00000188186.11","LAMTOR4",738.658761302707,881.29585754441,746.059695947908,652.773106798374,746.221071988101,1045.71665455165,606.236116280917,768.101048167978,767.812711762643,687.955925368946
"ENSG00000188191.16","PRKAR1B",239.58355733703,229.03411463079,246.816741516601,266.368010304765,176.767789707833,190.427070287761,162.930199224434,243.595749464822,250.40148337018,310.736394862024
"ENSG00000188211.9","NCR3LG1",32.9513202068122,18.2770365790156,29.9171807898911,33.1530999950137,47.4544401900223,16.3223203103795,14.256392432138,5.63227166392651,34.4940818928309,52.0302800699203
"ENSG00000188215.10","DCUN1D3",286.951080134323,340.98096367726,342.177755284379,414.985355109999,226.594951907357,290.537301524755,302.099744395306,359.057318575315,291.283358206128,407.570527214376
"ENSG00000188219.16","POTEE",43.9350936090829,19.9905087582983,35.5266521879956,42.2987827522589,16.6090540665078,7.61708281151044,55.6678180683485,19.7129508237428,21.7184960065972,46.2491378399292
"ENSG00000188227.14","ZNF793",258.805160791004,148.500922204502,269.25462710902,248.076644790275,383.19460453443,324.270096832873,295.310986094288,244.299783422812,223.572753009089,278.940112597073
"ENSG00000188229.6","TUBB4B",13887.6084954961,20193.2696328468,14608.9333444637,13383.5635048836,5822.65981131574,7028.39112564942,13231.9688045144,13105.592127999,15443.1282192793,12760.426187148
"ENSG00000188234.15","AGAP4",194.961977890305,169.633745748989,127.148018357037,145.187713771267,134.058793536813,237.217721844182,127.62865605914,114.053501194512,172.470409464154,167.653124669743
"ENSG00000188243.14","COMMD6",825.155976845588,905.855625447462,815.243176524531,713.363255065123,702.325714812331,954.311660813522,722.323883228326,806.118881899482,746.094215756046,768.891916588822
"ENSG00000188266.14","HYKK",120.821507424978,165.635643997329,115.929075560828,116.607455154876,124.567905498809,120.785170296808,93.6848645540498,100.676855992686,114.980272976103,108.396416812334
"ENSG00000188277.10","C15orf62",162.697143521135,200.476244976078,201.940970331765,194.34575859146,215.917702864602,352.562118704198,200.268369880034,190.793202615511,398.59827965049,153.200269094765
"ENSG00000188283.12","ZNF383",277.340278407336,234.174531168638,310.39075069512,258.365537892176,366.585550467923,315.564859334004,278.339090341742,287.245854860252,259.344393490543,192.222979147206
"ENSG00000188290.11","HES4",2732.90011965249,2070.44554996661,3436.73614323874,1775.40566525022,1178.0564777173,2140.40027003443,2206.34644783088,1855.12947930579,2251.05823315437,2825.53326490817
"ENSG00000188295.15","ZNF669",223.794383071266,172.48953271446,222.509032124815,214.923544795261,162.531457650826,184.986296850968,211.809258991765,223.178764683088,177.580643818648,250.034401447117
"ENSG00000188312.15","CENPP",74.8269563029693,78.8197202470049,33.6568283886274,42.2987827522589,125.754266503559,92.4931484254839,50.236811427534,66.1791920511365,93.2617769695057,62.1472789724048
