ENSEMBL,Gene,TA003_ntCtrl_O2,TA003_ntCtrl_RA,TA012_ntCtrl_O2,TA012_ntCtrl_RA,TA020_ntCtrl_O2,TA020_ntCtrl_RA,TA034_ntCtrl_O2,TA034_ntCtrl_RA,TA039_ntCtrl_O2,TA039_ntCtrl_RA
ENSG00000227232.5,WASH7P,75.51344214,51.97532277,127.1480184,97.1728793,78.29982631,166.4876672,114.7300153,133.0624181,29.38384754,96.83413235
ENSG00000278267.1,MIR6859-1,6.864858376,6.853888717,22.43788559,13.71852414,5.931805024,3.264464062,12.21976494,2.816135832,2.555117177,5.78114223
ENSG00000268903.1,processed_pseudogene,51.48643782,19.41935137,44.87577118,60.59014827,0,0,42.09030147,40.83396956,29.38384754,67.9284212
ENSG00000269981.1,processed_pseudogene*1,48.05400863,26.84439748,89.75154237,84.5975655,0,4.352618749,67.20870718,43.6501054,48.54722637,62.14727897
ENSG00000279457.4,WASH9P,66.58912625,110.2333769,158.9350229,174.9111827,84.23163134,136.0193359,97.75811953,101.38089,106.0373629,56.36613674
ENSG00000290385.1,lncRNA*8,15.78917427,12.56546265,14.95859039,32.00988965,8.304527033,11.96970156,8.146509961,7.04033958,25.55117177,14.45285557
ENSG00000230021.10,transcribed_processed_pseudogene*1,13.72971675,6.853888717,9.349118997,11.43210345,15.42269306,13.05785625,10.86201328,8.448407496,8.94291012,17.34342669
ENSG00000225972.1,MTND1P23,287.637566,133.0796726,215.0297369,145.1877138,164.9041797,130.5785625,18690.13048,12786.66475,204.4093742,212.456977
ENSG00000225630.1,MTND2P28,2675.921795,1491.863111,2232.569616,1703.383414,1568.369248,1277.493603,1932.759488,1440.453478,2017.265011,1806.606947
ENSG00000237973.1,MTCO1P12,6010.869994,4524.137711,4401.565224,3258.149482,4569.86259,3879.27146,217513.1737,172117.2938,4760.183301,4987.680459
ENSG00000229344.1,MTCO2P12,352.8537205,221.6090685,430.0594739,299.5211103,323.8765543,268.7742078,497.6159835,354.8331148,272.1199794,263.0419715
ENSG00000240409.1,MTATP8P1,13.04323092,7.42504611,9.349118997,4.572841379,9.490888038,20.67493906,15.61414409,21.8250527,8.94291012,10.1169989
ENSG00000248527.1,MTATP6P1,86426.5075,55888.32207,85838.00116,71067.67108,62298.18908,53027.95422,97944.81039,88792.05875,67893.29608,75237.23027
ENSG00000198744.5,MTCO3P12,741.4047047,564.3035044,398.2724693,418.4149861,519.6261201,510.3445484,593.3374755,499.1600762,563.4033376,595.4576497
ENSG00000291215.1,lncRNA*10,106.4053048,74.2504611,106.5799566,84.5975655,90.16343636,122.9614797,64.49320386,71.10742976,77.93107391,67.9284212
ENSG00000237491.10,LINC01409,12.35674508,9.709675683,9.349118997,14.86173448,18.98177608,29.38017656,8.825385791,7.04033958,16.60826165,8.671713345
ENSG00000225880.6,LINC00115,7.551344214,17.70587919,14.95859039,22.86420689,21.35449809,28.29202187,4.073254981,10.56050937,10.22046871,2.890571115
ENSG00000228794.12,LINC01128,231.3457273,323.8462419,259.9055081,290.3754275,298.9629732,305.7714671,335.3646601,341.4564696,264.4546278,254.3702581
ENSG00000223764.2,LINC02593,21.28106097,13.13662004,1.869823799,4.572841379,26.0999421,18.49862969,21.04515073,28.16135832,24.27361318,11.56228446
ENSG00000187634.13,SAMD11,29.51889102,16.5635644,5.609471398,2.286420689,9.490888038,15.23416562,42.7691773,21.12101874,12.77558589,8.671713345
ENSG00000188976.11,NOC2L,2741.824436,3028.276498,3146.913454,2967.774055,2621.85782,3951.08967,3632.664567,3873.594837,2659.876982,3380.522919
ENSG00000187961.15,KLHL17,615.0913105,541.4572087,706.7933962,583.0372758,577.7578093,674.6559062,482.0018394,389.3307788,493.1376152,437.9215239
ENSG00000187583.11,PLEKHN1,851.2424387,537.4591069,895.6455999,741.9435137,542.1669792,706.2123921,785.4593354,730.7872484,548.0726345,1056.503743
ENSG00000272512.1,lncRNA*17,559.4859577,492.3376728,833.9414145,417.2717758,221.8495079,395.0001515,82.14397544,37.31379977,413.9289827,476.944234
ENSG00000188290.11,HES4,2732.90012,2070.44555,3436.736143,1775.405665,1178.056478,2140.40027,2206.346448,1855.129479,2251.058233,2825.533265
ENSG00000187608.10,ISG15,609.5994238,261.590086,409.4914121,307.5235827,150.6678476,200.2204625,236.9276647,200.649678,794.6414421,241.3626881
ENSG00000188157.15,AGRN,16122.1199,13630.67119,16069.26573,15120.10002,11769.88753,13665.04656,16466.13326,12810.6019,15659.03562,19152.92421
ENSG00000291156.1,lncRNA*20,24.71349016,14.85009222,18.69823799,20.5777862,30.84538612,17.410475,13.5775166,12.67261124,20.44093742,40.46799561
ENSG00000237330.3,RNF223,139.356625,129.0815708,157.0651991,109.7481931,85.41799234,166.4876672,161.5724476,154.8874708,123.9231831,121.4039868
ENSG00000131591.18,C1orf159,607.5399663,442.6469796,527.2903114,492.7236585,535.0488131,611.5429343,505.0836176,513.9447893,508.4683183,553.5443685
ENSG00000207730.3,MIR200B,15.78917427,18.27703658,16.82841419,8.002472413,27.28630311,47.87880624,14.93526826,16.19278103,26.82873036,18.78871225
ENSG00000207607.3,MIR200A,41.18915026,39.98101752,43.00594739,26.29383793,17.79541507,96.84576717,43.44805313,40.12993561,30.66140613,18.78871225
ENSG00000198976.1,MIR429,68.64858376,37.12523055,46.74559498,52.58767585,84.23163134,88.14052968,54.98894224,32.38556207,48.54722637,50.58499451
ENSG00000272141.1,lncRNA*23,350.794263,213.0417076,250.5563891,165.7655,360.6537454,372.1489031,294.6321103,133.766452,362.8266392,163.317268
ENSG00000162571.14,TTLL10,119.4485357,266.1593452,0,3.429631034,5.931805024,18.49862969,6.788758301,9.856475412,215.9074015,2.890571115
ENSG00000078808.20,SDF4,5149.330268,5558.50375,5198.110162,4932.952637,4038.37286,4881.461927,5562.708552,6151.144691,5420.681092,6008.052063
ENSG00000176022.7,B3GALT6,759.9398223,704.2370657,675.0063916,698.5015206,527.9306471,713.8294749,754.9099231,811.0471196,854.6866958,745.7673477
ENSG00000184163.3,C1QTNF12,27.45943351,15.99240701,22.43788559,34.29631034,3.559083014,26.1157125,23.76065405,36.60976582,19.16337883,66.48313564
ENSG00000160087.21,UBE2J2,1366.793303,1338.221772,1385.539435,1418.724038,1366.687877,1556.061203,1561.414409,1797.398695,1400.204213,1860.082512
ENSG00000230415.1,LINC01786,12.35674508,9.13851829,14.95859039,13.71852414,16.60905407,22.85124843,10.18313745,3.52016979,26.82873036,5.78114223
ENSG00000162572.21,SCNN1D,61.78372539,46.83490623,50.48524258,35.43952068,77.11346531,113.1680875,57.70444556,33.79362998,106.0373629,33.24156782
ENSG00000131584.19,ACAP3,2811.159505,2710.14183,2671.978209,2209.825596,2593.385156,4190.483701,2735.869595,2528.889977,2516.79042,2792.291697
ENSG00000169972.13,PUSL1,442.0968794,415.8025822,411.3612359,376.1162034,457.9353478,598.485078,527.48652,550.5545551,421.5943342,424.9139539
ENSG00000127054.22,INTS11,2009.344047,2013.900968,1748.285252,1813.131607,2118.840754,2344.973351,1974.170914,2108.581704,1888.231594,1653.406678
ENSG00000240731.1,lncRNA*25,48.74049447,38.83870273,65.44383298,44.58520344,40.33627416,50.05511562,42.09030147,23.93715457,58.76769508,50.58499451
ENSG00000224051.7,CPTP,945.9774843,1083.485575,991.0066137,869.9830723,892.1434756,1168.678134,1112.677486,1171.512506,1151.080288,1016.035747
ENSG00000169962.5,TAS1R3,13.72971675,7.996203503,18.69823799,13.71852414,22.54085909,40.26172343,22.40290239,14.78471312,8.94291012,13.00757002
ENSG00000107404.21,DVL1,2451.440926,2625.610536,2636.451557,2412.173827,1806.82781,3392.866315,3323.776064,3732.084011,2260.001143,2339.917318
ENSG00000175756.14,AURKAIP1,1643.447095,1824.276714,1890.391861,1478.170976,1392.78782,1941.267962,1739.958753,1997.344339,1871.623332,1883.207081
ENSG00000221978.13,CCNL2,8533.018962,6528.329003,8352.502912,6814.676864,7656.773925,7368.983543,6028.417371,4296.015212,8006.459675,7084.789803
ENSG00000224870.9,MRPL20-AS1,451.7076812,612.8518828,458.1068308,440.1359827,296.5902512,551.6944265,519.34001,612.5095435,526.3541385,494.2876607
ENSG00000242485.6,MRPL20,1200.66373,1231.986497,1121.89428,1144.353555,1235.001806,1204.587239,1181.243944,1329.216113,1369.542807,1316.655143
ENSG00000272455.1,MRPL20-DT,35.69726356,31.41365662,33.65682839,26.29383793,46.26807919,38.08541406,25.11840571,23.23312061,35.77164048,17.34342669
ENSG00000235098.9,ANKRD65,1517.133701,2260.640962,891.9059523,627.6224792,970.4433019,1919.504869,1708.730464,1475.655176,1520.29472,604.129363
ENSG00000225905.1,ANKRD65-AS1,13.04323092,11.99430525,16.82841419,2.286420689,22.54085909,38.08541406,6.109882471,11.26454333,14.05314447,7.226427787
ENSG00000225285.1,LINC01770,21.9675468,22.84629572,7.479295197,4.572841379,23.7272201,34.82095,16.97189575,17.60084895,14.05314447,5.78114223
ENSG00000179403.12,VWA1,3275.910417,5003.909921,2077.374241,1479.314186,2754.730253,4335.208274,5504.32523,5534.410944,4148.232737,2003.165783
ENSG00000215915.10,ATAD3C,85.81072971,101.0948586,67.31365678,35.43952068,73.55438229,55.49588906,92.32711289,58.43481851,137.9763276,36.13213894
ENSG00000160072.20,ATAD3B,1084.647623,951.5482169,1243.432827,1204.943703,902.8207246,1267.700211,934.1331422,790.6301348,1014.381519,1065.175456
ENSG00000197785.14,ATAD3A,852.6154104,1120.610805,1194.817408,1128.34861,683.3439387,1008.719395,807.8622378,960.3023187,1020.769312,1026.152746
ENSG00000205090.10,TMEM240,14.41620259,17.13472179,33.65682839,13.71852414,20.16813708,36.99725937,44.80580479,38.01783373,7.665351532,21.67928336
ENSG00000160075.12,SSU72,3289.640134,3225.896956,3332.02601,3072.949406,3640.941924,3551.7369,3498.926028,3789.110762,3160.679948,3660.908317
ENSG00000215014.5,lncRNA*27,21.28106097,17.13472179,29.91718079,27.43704827,27.28630311,14.14601094,15.61414409,20.41698478,34.49408189,21.67928336
ENSG00000228594.4,FNDC10,409.8320451,342.1232785,130.887666,101.7457207,548.0987842,499.4630015,266.1193254,292.8781265,557.0155446,225.464547
ENSG00000286989.1,lncRNA*28,17.84863178,11.99430525,3.739647599,4.572841379,45.08171818,60.93666249,12.21976494,10.56050937,31.93896472,8.671713345
ENSG00000272106.1,lncRNA*29,184.6646903,183.3415232,157.0651991,133.7556103,274.0493921,287.2728375,229.4600306,219.6585949,199.2991398,199.4494069
ENSG00000197530.13,MIB2,1646.879525,2044.17231,1862.344504,1491.8895,1287.20169,2725.827492,1689.721941,1797.398695,1409.147123,1484.308268
ENSG00000248333.9,CDK11B,1080.528708,1225.703766,1118.154632,1079.190565,976.3751069,1482.066684,658.5095552,727.9711126,1088.479918,1229.938009
ENSG00000189339.12,SLC35E2B,2432.905809,2771.255671,970.4385519,1224.378279,3129.620331,2903.196706,1190.748206,1255.292547,2682.873036,1653.406678
ENSG00000008128.23,CDK11A,17.84863178,24.5597679,24.30770939,19.43457586,39.14991316,26.1157125,31.22828818,21.12101874,25.55117177,26.01514003
ENSG00000268575.1,lncRNA*31,65.21615458,57.6868967,33.65682839,34.29631034,150.6678476,140.3719547,59.74107305,47.87430914,65.15548802,52.03028007
ENSG00000290854.1,lncRNA*32,91.30261641,94.24096986,56.09471398,68.59262068,135.2451545,79.43529218,50.23681143,34.49766394,113.7027144,57.8114223
ENSG00000008130.15,NADK,2247.554632,2102.430364,2387.764992,1997.188472,2402.381035,2316.681329,2271.518528,2200.810153,2556.394736,2167.928336
ENSG00000078369.19,GNB1,10209.41738,9357.842728,10936.5994,11767.06408,7262.902071,7372.248007,10633.23213,11344.09917,8223.644635,12721.40348
ENSG00000169885.10,CALML6,8.924315889,12.56546265,0,5.716051723,21.35449809,9.793392186,9.504261621,0,10.22046871,18.78871225
ENSG00000142609.20,CFAP74,262.9240758,560.87656,0,1.143210345,7.118166029,5.440773437,14.93526826,13.3766452,375.6022251,14.45285557
ENSG00000067606.17,PRKCZ,1644.820067,1906.523378,1434.154854,1439.301824,1342.960657,1589.793998,1378.117935,1702.35411,1525.404955,1903.441079
ENSG00000182873.5,PRKCZ-AS1,14.41620259,9.13851829,43.00594739,21.72099655,8.304527033,16.32232031,24.43952988,14.78471312,7.665351532,1.445285557
ENSG00000162585.17,FAAP20,708.4533844,622.5615585,646.9590346,577.3212241,576.5714483,593.0443046,598.7684821,575.1957437,666.8855833,637.3709309
ENSG00000157933.11,SKI,1731.317283,1542.124961,2036.238118,2058.921831,1684.632627,1934.739034,1821.423852,1831.896359,1487.078197,1890.433509
ENSG00000116151.14,MORN1,254.6862458,352.9752689,140.236785,138.3284517,116.2633785,129.4904078,154.1048134,126.7261124,301.5038269,137.302128
ENSG00000269896.2,transcribed_processed_pseudogene*5,72.76749879,83.96013678,72.92312818,37.72594137,26.0999421,35.90910468,64.49320386,35.2016979,111.1475972,36.13213894
ENSG00000157916.20,RER1,4462.157945,4198.006839,4274.417205,4132.705396,4135.654463,3973.940918,4831.559283,4492.440686,4227.44137,4828.699048
ENSG00000157911.11,PEX10,564.9778444,702.5235935,719.8821628,584.1804861,575.3850873,653.9809671,628.6390187,787.813999,611.950564,674.9483554
ENSG00000149527.18,PLCH2,4127.839342,2779.823032,4650.251789,4809.48592,3477.224105,4317.797799,4200.883637,3149.143894,2827.237157,4713.076203
ENSG00000157881.16,PANK4,649.4156024,639.6962803,761.0182863,835.6867619,759.271043,781.2950655,727.7548899,765.2849123,597.8974195,651.8237864
ENSG00000197921.6,HES5,32.26483437,7.996203503,11.2189428,4.572841379,84.23163134,41.34987812,65.85095552,28.16135832,42.15943342,14.45285557
ENSG00000272449.3,lncRNA*41,60.41075371,47.97722102,61.70418538,51.44446551,28.47266411,40.26172343,57.70444556,49.98641102,62.60037084,27.46042559
ENSG00000238164.6,TNFRSF14-AS1,79.63235717,38.83870273,74.79295197,33.1531,30.84538612,25.02755781,20.3662749,21.12101874,70.26572237,41.91328117
ENSG00000157873.18,TNFRSF14,1675.025444,1165.732239,1699.669834,1312.405476,1654.973602,1647.466197,1420.208237,1194.745627,1432.143178,1268.960719
ENSG00000157870.17,PRXL2B,1221.944791,1245.123117,1458.462564,1354.704258,1547.01475,2067.493906,1965.345528,1819.927781,1154.912964,1112.869879
ENSG00000142606.16,MMEL1,14.41620259,21.13282354,9.349118997,16.00494483,32.03174713,68.5537453,23.76065405,32.38556207,15.33070306,14.45285557
ENSG00000177133.14,PRDM16-DT,21.28106097,17.13472179,0,0,4.745444019,2.176309375,6.788758301,6.336305622,31.93896472,15.89814113
ENSG00000142611.17,PRDM16,248.5078732,304.4268905,1.869823799,2.286420689,8.304527033,7.617082812,34.62266734,23.93715457,357.7164048,127.1851291
ENSG00000130762.15,ARHGEF16,790.831685,954.9751613,1005.965204,948.8645861,1327.537964,1634.40834,1472.481675,1408.067916,978.6098789,699.5182098
ENSG00000162591.17,MEGF6,243.7024724,389.5293421,330.9588125,321.2421068,306.0811392,677.9203702,160.8935717,255.5643268,232.5156631,387.3365294
ENSG00000158109.15,TPRG1L,2175.473619,2043.029995,2045.587237,2141.232976,1932.582077,2112.108248,2004.720326,2207.146458,1777.083997,2598.623432
ENSG00000116213.16,WRAP73,634.9993998,650.5482707,639.4797394,616.1903758,660.8030796,747.5622702,543.7795399,608.9893737,632.3915014,508.7405162
ENSG00000078900.15,TP73,503.8806048,954.9751613,173.8936133,146.3309241,1071.283987,1166.501825,215.882514,210.5061534,826.5804068,59.25670786
ENSG00000227372.12,TP73-AS1,567.0373019,549.4534122,809.6337051,703.074362,569.4532823,539.7247249,465.0299436,498.4560423,519.9663456,463.936664
ENSG00000235169.11,SMIM1,13.04323092,10.85199047,11.2189428,13.71852414,24.9135811,15.23416562,13.5775166,15.48874708,16.60826165,5.78114223
ENSG00000130764.10,LRRC47,1366.793303,1422.181909,1464.072035,1402.719093,1514.983003,1716.019942,1528.828369,1625.614409,1370.820366,1436.613844
ENSG00000116198.14,CEP104,1289.220403,1178.868859,1389.279083,1433.585772,1262.288109,1121.887483,1395.768707,1316.543501,1297.999526,1391.809992
ENSG00000169598.17,DFFB,95.42153143,82.24666461,95.36101377,93.74324826,218.2904249,203.4849265,82.14397544,113.3494672,117.5353902,65.03785009
ENSG00000198912.12,C1orf174,591.0643062,490.6242007,770.3674053,613.9039551,653.6849136,772.589828,666.6560652,635.0386301,511.0234354,646.0426442
ENSG00000236423.8,LINC01134,26.08646183,18.84819397,18.69823799,21.72099655,27.28630311,11.96970156,16.29301992,15.48874708,17.88582024,21.67928336
ENSG00000131697.18,NPHP4,280.0862218,383.8177682,201.9409703,225.2124379,233.7131179,243.74665,283.770097,323.1515867,244.0136904,257.2608292
ENSG00000069424.16,KCNAB2,60.41075371,71.96583153,33.65682839,25.15062758,80.67254832,69.64189999,16.29301992,19.71295082,62.60037084,7.226427787
ENSG00000116254.18,CHD5,12.35674508,7.42504611,5.609471398,5.716051723,10.67724904,5.440773437,9.504261621,11.96857729,8.94291012,23.12456892
ENSG00000116251.11,RPL22,2036.116994,2039.603051,2047.45706,1784.551348,2407.126479,2118.637176,2360.451261,1718.546891,2579.39079,1770.474808
ENSG00000226944.1,RNF207-AS1,6.864858376,8.567360896,11.2189428,16.00494483,9.490888038,19.58678437,3.394379151,5.632271664,11.4980273,24.56985448
ENSG00000158286.13,RNF207,1132.701632,1241.696173,1869.823799,2433.894824,1516.169364,2122.989795,912.4091157,709.6662297,947.9484728,1177.907729
ENSG00000116237.16,ICMT,3698.785693,4790.297056,3827.529317,3603.399006,4122.604492,3805.276942,3758.935471,4226.31585,4218.49846,3074.122381
ENSG00000158292.7,GPR153,1485.555353,1596.384914,1823.078204,1998.331682,1045.184045,1533.209954,1550.552396,2057.891259,1373.375483,2300.894608
ENSG00000097021.21,ACOT7,1602.944431,1221.705664,1493.989216,1517.040127,1180.4292,1371.074906,1380.154563,1420.036493,1481.967963,2146.249053
ENSG00000069812.11,HES2,2699.948799,1155.451406,3560.144514,3116.3914,1862.586777,2180.661993,2179.87029,2686.593584,1248.174741,4515.072082
ENSG00000187017.18,ESPN,812.7992318,1113.756917,1411.716969,1018.600417,730.7983789,1384.132762,438.5537862,467.4785481,769.0902704,732.7597777
ENSG00000215788.11,TNFRSF25,516.2373499,490.6242007,747.9295197,725.9385689,753.339238,804.146314,676.8392026,487.1914989,468.864002,562.2160819
ENSG00000171680.23,PLEKHG5,1081.215194,952.1193743,1086.367627,1344.415365,1295.506217,1632.232031,1094.347838,1067.31548,997.7732577,1107.088737
ENSG00000162408.11,NOL9,537.5184109,502.6185059,553.4678446,632.1953206,652.4985526,443.9671124,512.5512517,475.9269556,528.9092557,596.9029352
ENSG00000204859.13,ZBTB48,572.5291886,559.1630878,600.2134396,523.5903379,511.321593,655.0691218,547.8527949,501.976212,599.1749781,501.5140885
ENSG00000162413.17,KLHL21,1717.587566,1996.766246,2111.031069,2151.521869,2220.867801,2297.094545,2185.301297,2074.08404,1697.875364,2016.173353
ENSG00000116273.6,PHF13,469.5563129,500.3338764,600.2134396,505.2989723,551.6578672,605.0140062,495.579356,530.1375704,513.5785526,453.8196651
ENSG00000041988.16,THAP3,280.0862218,270.7286043,284.2132175,240.0741724,315.5720273,349.2976546,358.4464383,383.6985071,227.4054288,195.1135503
ENSG00000007923.17,DNAJC11,2390.343687,2233.796564,2314.841864,2481.909658,2802.184693,2660.538211,2247.757873,2304.303145,2207.621241,2667.997139
ENSG00000171735.21,CAMTA1,628.1345414,645.4078542,871.3378905,738.5138826,588.4350584,702.947928,653.0785486,795.5583725,626.0037084,764.5560599
ENSG00000049245.13,VAMP3,2775.462242,2385.153274,2705.635038,2854.596231,2493.730832,2194.808004,2401.862687,2423.988917,2239.560206,3447.006055
ENSG00000269925.1,lncRNA*74,14.41620259,12.56546265,13.0887666,12.57531379,5.931805024,5.440773437,9.504261621,8.448407496,3.832675766,4.335856672
ENSG00000049246.15,PER3,530.6535525,492.3376728,583.3850254,467.573031,698.7666318,895.5513077,369.3084516,189.3851347,629.8363842,491.3970895
ENSG00000049249.10,TNFRSF9,24.02700432,15.42124961,5.609471398,2.286420689,7.118166029,9.793392186,38.01704649,30.97749415,29.38384754,23.12456892
ENSG00000116288.13,PARK7,3190.786173,3383.536397,2825.303761,2456.759031,2618.298737,2921.695336,3047.473601,3704.626687,3408.526314,3605.987466
ENSG00000116285.13,ERRFI1,5806.983701,3499.481347,6808.028453,7868.716802,1341.774296,1421.130022,4264.697965,4572.700557,2533.398681,9450.72226
ENSG00000238290.1,ERRFI1-DT,48.74049447,27.41555487,33.65682839,14.86173448,2.37272201,5.440773437,5.431006641,12.67261124,20.44093742,83.82656233
ENSG00000162426.16,SLC45A1,31.57834853,46.26374884,57.96453778,36.58273103,16.60905407,17.410475,26.47615737,45.76220727,21.71849601,53.47556563
ENSG00000142599.20,RERE,3143.418651,3717.092314,3700.381299,3912.065799,3776.187078,4403.76202,2708.035686,2755.588912,3091.691784,3802.546302
ENSG00000074800.16,ENO1,25892.87282,24886.46993,27553.72351,26228.67494,19494.28403,21232.07426,23098.07124,26670.2144,23946.55819,30786.02766
ENSG00000142583.18,SLC2A5,98.16747478,10.28083308,11.2189428,35.43952068,2.37272201,14.14601094,10.18313745,19.00891687,8.94291012,213.9022625
ENSG00000180758.12,GPR157,1484.868867,495.7646172,1181.728641,1661.084631,520.8124811,534.2839515,1024.423628,1204.602102,582.5667164,2711.355706
ENSG00000228526.8,MIR34AHG,538.2048967,460.9240162,628.2607966,604.7582723,423.5308787,383.03045,405.9677464,327.3757905,369.2144321,592.5670786
ENSG00000234546.5,LNCTAM34A,72.76749879,85.10245157,76.66277577,84.5975655,106.7724904,85.9642203,91.64823706,80.96390517,85.59642544,52.03028007
ENSG00000049239.13,H6PD,1528.117475,2165.828835,2853.351118,3598.826165,1665.650851,1683.375301,1343.495268,1549.578742,2169.294483,1511.768693
ENSG00000171621.14,SPSB1,1085.334109,1018.944789,908.7343665,923.7139585,1021.456825,813.9397061,970.1135612,908.9078398,1000.328375,1112.869879
ENSG00000171612.7,SLC25A33,232.718699,297.5730018,289.8226889,275.5136931,329.8083593,266.5978984,289.2011036,312.5910773,338.553026,242.8079737
ENSG00000188807.13,TMEM201,378.2536965,340.9809637,385.1837027,370.4001517,386.7536875,402.6172343,341.4745425,337.2322659,431.814803,367.1025316
ENSG00000171608.18,PIK3CD,232.718699,215.3263372,155.1953753,224.0692276,148.2951256,131.6667172,217.9191415,186.5689989,240.1810147,222.5739759
ENSG00000171603.18,CLSTN1,13256.72801,12414.10594,11209.59368,12454.13349,12773.54894,13841.32762,12565.99162,12777.5123,10750.65552,16746.52375
ENSG00000178585.15,CTNNBIP1,1237.733965,1104.618398,1134.983046,1175.220234,1575.487414,1533.209954,1552.589023,1595.340949,1198.349956,1540.674404
ENSG00000162441.12,LZIC,766.1181948,728.2256762,699.314101,817.3953964,950.2751648,785.6476843,884.5752066,873.0021079,751.2044501,832.4844811
ENSG00000173614.14,NMNAT1,638.431829,583.7228557,744.1898721,703.074362,676.2257727,612.631089,600.8051096,649.1193093,595.3423023,553.5443685
ENSG00000130939.20,UBE4B,1703.857849,1627.79857,1808.119614,2010.906996,1975.291073,1978.265222,1777.296923,1760.788929,1599.503353,1959.807216
ENSG00000054523.20,KIF1B,1515.76073,1463.305241,1798.770495,1856.5736,1539.896584,1319.931636,1779.333551,1753.044555,1306.942436,1748.795525
ENSG00000284642.1,lncRNA*90,19.22160345,17.13472179,16.82841419,25.15062758,10.67724904,19.58678437,8.146509961,4.224203748,19.16337883,17.34342669
ENSG00000142657.21,PGD,11059.28684,9504.630178,12518.47034,9134.250654,12131.72763,10532.24922,22058.03347,15990.01925,12081.87157,9799.03608
ENSG00000175279.22,CENPS,10.9837734,9.13851829,3.739647599,14.86173448,7.118166029,4.352618749,8.825385791,9.856475412,11.4980273,2.890571115
ENSG00000160049.12,DFFA,2745.256865,2459.403735,2651.410148,2582.512169,2922.007155,2479.904532,2467.713642,2478.199532,2820.849364,2504.679871
ENSG00000142655.13,PEX14,661.7723475,644.2655394,667.5270964,689.3558378,546.9124232,833.5264905,689.0589676,764.5808784,562.125779,648.9332153
ENSG00000130940.15,CASZ1,1294.025804,1407.331817,1379.929964,1342.128945,1391.601459,1266.612056,1489.453571,1515.081078,1314.607788,1018.926318
ENSG00000120948.19,TARDBP,3853.245007,3576.587596,3967.766102,4299.614106,4075.150051,3664.904987,4388.932242,3898.236025,3840.341117,4452.924803
ENSG00000116649.10,SRM,1175.263754,823.0378034,959.2196091,961.4398999,1002.475049,1004.366776,827.5496369,1037.04202,1157.468081,1335.443855
ENSG00000171824.14,EXOSC10,1665.414642,1577.53672,2146.557722,2231.546593,1786.659673,1593.058462,1771.187041,1650.255598,1442.363647,1890.433509
ENSG00000198793.14,MTOR,2243.435717,2214.377213,2707.504861,2820.29992,2383.399259,2041.378193,2375.38653,2475.383396,2321.323956,2467.102447
ENSG00000120942.14,UBIAD1,467.4968554,463.7798032,437.5387691,484.7211861,466.2398749,443.9671124,449.4157995,518.1689931,505.9132011,404.6799561
ENSG00000284646.1,lncRNA*96,6.178372539,9.13851829,11.2189428,3.429631034,13.04997105,17.410475,2.71550332,7.04033958,17.88582024,14.45285557
ENSG00000204624.8,DISP3,7.551344214,9.13851829,5.609471398,29.72346896,2.37272201,3.264464062,10.86201328,9.152441454,3.832675766,20.2339978
ENSG00000116661.11,FBXO2,220.3619539,402.0948047,155.1953753,179.4840241,143.5496816,256.8045062,109.2990086,139.3987237,244.0136904,187.8871225
ENSG00000132879.14,FBXO44,626.0750839,663.1137334,718.012339,525.8767585,689.2757438,891.1986889,439.9115379,428.7566804,642.6119701,416.2422406
ENSG00000116670.16,MAD2L2,227.9132981,233.0322164,229.9883273,244.6470138,257.440338,343.8568812,203.662749,239.3715457,233.7932217,231.2456892
ENSG00000116663.11,FBXO6,315.7834853,359.8291576,243.0770939,216.0667551,245.576728,280.7439093,246.4319263,241.4836476,346.2183775,134.4115568
ENSG00000177674.16,AGTRAP,733.8533604,442.6469796,751.6691673,789.9583482,486.4080119,663.7743593,740.6535306,849.7689873,412.6514241,826.7033389
ENSG00000177000.13,MTHFR,920.5775083,956.117476,725.4916342,1035.748572,1323.978881,1262.259437,963.3248029,957.4861829,1133.194468,936.5450413
ENSG00000011021.23,CLCN6,469.5563129,350.119482,564.6867874,632.1953206,353.5355794,405.8816984,311.604006,235.8513759,358.9939634,559.3255108
ENSG00000116685.17,KIAA2013,1923.533317,2049.312726,2032.49847,1810.845186,1938.513882,2525.607029,2209.061951,2462.710785,1955.942199,1771.920093
ENSG00000083444.17,PLOD1,2080.738574,2056.737773,1737.06631,2042.916886,1736.832511,1743.223809,1529.507245,2114.213976,2024.930363,2709.91042
ENSG00000116688.18,MFN2,3788.028852,4248.26869,4740.003331,5097.574927,4693.244135,4503.872251,4303.393887,4876.139193,4092.020159,3951.410714
ENSG00000116691.11,MIIP,310.9780845,287.2921687,338.4381077,294.9482689,285.9130021,354.7384281,311.604006,281.6135832,327.0549987,264.487257
ENSG00000048707.15,VPS13D,1850.079332,4886.251498,2318.581511,3026.077782,2232.731411,2818.32064,1838.395748,2597.181271,1870.345774,3923.950289
ENSG00000162496.9,DHRS3,4346.828324,7080.067045,8216.005774,10405.50056,4279.204144,8920.692127,5774.517811,8339.986266,3515.841236,8056.021697
ENSG00000221340.1,RNU6ATAC18P,12.35674508,27.41555487,13.0887666,34.29631034,3.559083014,22.85124843,7.467634131,7.04033958,0,20.2339978
ENSG00000272482.2,lncRNA*103,29.51889102,117.658423,132.7574898,234.3581207,13.04997105,95.75761249,38.01704649,147.1430972,6.387792943,166.2078391
