"ENSEMBL","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000238164.6","TNFRSF14-AS1",43.5956352983875,0.660632829946932,0.350506927983047,1.88479250252903,0.0594578576015263,0.74597375322493
"ENSG00000127483.19","HP1BP3",3997.12459206626,0.165916282846951,0.0880415662624586,1.88452216254698,0.0594943798778355,0.74597375322493
"ENSG00000283041.1","processed_pseudogene*1541",276.662796993429,0.316645755895412,0.168057004125678,1.88415685227029,0.0595437619791784,0.74597375322493
"ENSG00000111737.12","RAB35",1823.5987268515,-0.225883384284628,0.119908121413093,-1.88380387935895,0.0595915086320128,0.74597375322493
"ENSG00000144040.13","SFXN5",439.484078760867,-0.329573562577032,0.174954554587283,-1.88376669218184,0.0595965407911642,0.74597375322493
"ENSG00000147119.4","CHST7",81.7565240477636,-0.471151159196239,0.250203390109245,-1.88307264338234,0.0596905240012583,0.74597375322493
"ENSG00000169857.9","AVEN",286.837193080234,-0.266691603428464,0.141640209256429,-1.88288060875171,0.0597165496850285,0.74597375322493
"ENSG00000267541.1","MTCO2P2",36.1609346922227,0.657376332049193,0.349150505238048,1.88278785849386,0.0597291231263051,0.74597375322493
"ENSG00000270362.2","HMGN3-AS1",132.940842843423,0.3830073854581,0.203439780999245,1.88265728353061,0.0597468278946684,0.74597375322493
"ENSG00000146648.21","EGFR",5999.42170328863,-0.260593701752284,0.138418381266645,-1.88265242930622,0.0597474861669219,0.74597375322493
"ENSG00000160633.13","SAFB",3572.7481673756,-0.227276525142155,0.120739983836681,-1.8823633888305,0.0597866932481896,0.74597375322493
"ENSG00000105281.12","SLC1A5",4248.52209682389,0.432189058934026,0.229707432044761,1.88147616769234,0.0599071742363961,0.746394334502059
"ENSG00000134825.16","TMEM258",265.044093751042,0.264386895490964,0.140530479125833,1.88134913604208,0.059924441080483,0.746394334502059
"ENSG00000156298.13","TSPAN7",59.7237287659761,0.551129806429484,0.292994775257785,1.8810226426208,0.0599688388078552,0.746394334502059
"ENSG00000173852.16","DPY19L1",883.138287972305,-0.281053483431789,0.149551763921184,-1.87930570701866,0.0602027628954516,0.746879576484367
"ENSG00000214021.18","TTLL3",573.972729510162,0.318127554498698,0.169332530914956,1.87871493315405,0.0602834276799912,0.746879576484367
"ENSG00000143393.17","PI4KB",2162.05661403778,-0.147353440445069,0.0784332465725289,-1.87871147611885,0.0602838999701864,0.746879576484367
"ENSG00000174306.22","ZHX3",921.770008977701,-0.228770017768805,0.121786507274264,-1.87845125777039,0.0603194590580149,0.746879576484367
"ENSG00000180447.7","GAS1",118.448311364365,-0.62754618218592,0.334096763010437,-1.87833661281632,0.0603351309181711,0.746879576484367
"ENSG00000101745.17","ANKRD12",2310.90955956917,0.192598228113541,0.102540717122265,1.87826098274595,0.0603454713271499,0.746879576484367
"ENSG00000128294.16","TPST2",609.912360832074,-0.214513683031053,0.114223790444641,-1.87801229670291,0.0603794829142868,0.746879576484367
"ENSG00000168056.18","LTBP3",3259.89365539516,-0.328945239300394,0.175217110467159,-1.87735797276515,0.0604690475459647,0.746879576484367
"ENSG00000101361.17","NOP56",1863.9538079008,0.162129004246496,0.086392327263392,1.87665976114058,0.0605647409908081,0.746879576484367
"ENSG00000161970.15","RPL26",365.256281879209,0.306399713665546,0.163277903579382,1.87655345241851,0.0605793221437969,0.746879576484367
"ENSG00000163121.10","NEURL3",42.4008727762117,-0.722128729808643,0.384869413961633,-1.87629544882626,0.0606147216475997,0.746879576484367
"ENSG00000115159.17","GPD2",2775.7717672206,0.21491208253316,0.114545070253913,1.8762228881327,0.0606246804595107,0.746879576484367
"ENSG00000225921.7","NOL7",1586.26486982082,-0.229688926429877,0.122433652802679,-1.87602771927468,0.0606514737284289,0.746879576484367
"ENSG00000285230.3","RALY-AS1",61.9719589053975,0.507616308651267,0.270776462841846,1.87466925050924,0.0608382396931802,0.747964987423086
"ENSG00000100106.22","TRIOBP",3777.35237831127,-0.330033515395093,0.176051259583597,-1.87464444262257,0.06084165477385,0.747964987423086
"ENSG00000164294.14","GPX8",578.492762021642,0.478018670878814,0.255077034736575,1.87401688816273,0.0609280974441233,0.747964987423086
"ENSG00000114107.9","CEP70",549.870417960976,-0.311969367832381,0.166533127462392,-1.87331717470347,0.0610245996178313,0.747964987423086
"ENSG00000223572.10","CKMT1A",692.804185282846,0.32813831841099,0.175198053351383,1.87295641780257,0.0610744034662739,0.747964987423086
"ENSG00000264920.4","SP2-DT",60.3450542004599,-0.629355802382291,0.336150323835287,-1.87224511701103,0.061172699853869,0.747964987423086
"ENSG00000089818.18","NECAP1",714.714336969004,0.247430531372356,0.132163526034392,1.87215443471119,0.0611852408734131,0.747964987423086
"ENSG00000127329.16","PTPRB",36.4952520701842,-0.928349610067488,0.495934421765229,-1.87192009532857,0.0612176589864184,0.747964987423086
"ENSG00000263823.2","lncRNA*11171",42.038063383754,-0.596602834583507,0.318744937060754,-1.87172489729552,0.0612446732098167,0.747964987423086
"ENSG00000198860.14","TSEN15",626.780103424561,0.254265555931561,0.135886184677342,1.87116561212832,0.0613221295550596,0.747964987423086
"ENSG00000133026.14","MYH10",1616.4783513271,-0.19436320639588,0.103875657324279,-1.87111409354664,0.0613292685287492,0.747964987423086
"ENSG00000111640.15","GAPDH",47678.7537247538,-0.206669889945939,0.110462412018258,-1.87095217431771,0.0613517102948314,0.747964987423086
"ENSG00000113924.12","HGD",61.7472377496533,0.809590007603267,0.432865292010703,1.87030474040235,0.0614415116445445,0.747964987423086
"ENSG00000082212.13","ME2",1424.81305283425,0.213835807842123,0.114351511284725,1.86998672286623,0.0614856616325514,0.747964987423086
"ENSG00000127952.17","STYXL1",695.431334608589,0.198226351321978,0.106010625658838,1.86987247825428,0.0615015284846861,0.747964987423086
"ENSG00000131779.11","PEX11B",542.737071416432,0.209457461024841,0.11203052682262,1.86964630949632,0.0615329499099801,0.747964987423086
"ENSG00000159363.19","ATP13A2",2715.99416894463,-0.306637871448686,0.16405835524207,-1.86907805455101,0.061611955717489,0.748322344604123
"ENSG00000225177.6","NHSL1-AS1",65.0834859209836,0.596852872344769,0.319677154059368,1.86704887967667,0.061894762251786,0.750127217043295
"ENSG00000235437.10","LINC01278",736.008994646184,0.206166287891984,0.110461901843699,1.86640175889516,0.0619851772296728,0.750127217043295
"ENSG00000115232.14","ITGA4",101.079978172846,-1.20073875396865,0.643464084616683,-1.86605403887296,0.0620338053998682,0.750127217043295
"ENSG00000137868.19","STRA6",1975.87835559691,-1.21534943647942,0.651336888723014,-1.86593060752659,0.0620510746949774,0.750127217043295
"ENSG00000168575.10","SLC20A2",2866.18802324859,0.165152435508875,0.0885440656207142,1.86520050046402,0.062153305440441,0.750127217043295
"ENSG00000132024.18","CC2D1A",2122.37034743247,-0.210025675890289,0.112608890879145,-1.86508964124063,0.0621688403033733,0.750127217043295
"ENSG00000112578.10","BYSL",402.588128697835,-0.246377149990581,0.13209978970042,-1.86508358983252,0.0621696883883796,0.750127217043295
"ENSG00000062716.13","VMP1",4399.57507152132,0.251833204581014,0.135030918535737,1.86500401028054,0.0621808420923242,0.750127217043295
"ENSG00000186577.14","SMIM29",232.859851153097,0.339267350370512,0.181931362093113,1.86480959889078,0.0622080973497622,0.750127217043295
"ENSG00000277287.1","lncRNA*11991",150.33742056445,0.404324016796364,0.216859585535402,1.86445074953977,0.062258431736812,0.750134538937547
"ENSG00000291210.1","lncRNA*9337",25.1077094545887,-0.910704771476873,0.48856326237244,-1.86404677063628,0.0623151365787008,0.750218543726817
"ENSG00000090889.12","KIF4A",53.6825240027733,-0.714905594411009,0.383683503265608,-1.86326904421561,0.0624244231066118,0.750934946222679
"ENSG00000179820.16","MYADM",2270.32968802642,-0.491872746833355,0.264096481750773,-1.86247368224138,0.0625363517078464,0.751282806915002
"ENSG00000127081.14","ZNF484",128.679712217391,0.349924029611727,0.187911614063458,1.86217350830459,0.0625786372893773,0.751282806915002
"ENSG00000224877.4","NDUFAF8",780.642426091247,0.200003843595922,0.10742095243514,1.86186995238832,0.0626214233355896,0.751282806915002
"ENSG00000144668.12","ITGA9",27.4098675743892,-1.15603921370604,0.62100954279152,-1.86154822759967,0.062666796678705,0.751282806915002
"ENSG00000075240.17","GRAMD4",1678.47233466741,-0.214724952852411,0.115363127440824,-1.86129621843474,0.0627023569046064,0.751282806915002
"ENSG00000291126.1","lncRNA*1453",47.2184642125873,0.685834914599654,0.368709200012252,1.86009710247768,0.0628717890671255,0.752715030220308
"ENSG00000172037.14","LAMB2",8071.10268851931,-0.238254467889985,0.128170020508463,-1.85889388910766,0.063042180461625,0.753474458111428
"ENSG00000165591.7","FAAH2",413.458512090226,0.268117431862681,0.144256125074328,1.85862078109012,0.0630809093822987,0.753474458111428
"ENSG00000167656.5","LY6D",521.443490817261,-0.443946063735547,0.238861563329219,-1.85859146841328,0.0630850673248083,0.753474458111428
"ENSG00000271303.2","SRXN1",39.9238968664193,-0.85194555040822,0.458494536507909,-1.85813675534065,0.0631495964511314,0.753648467140283
"ENSG00000104368.19","PLAT",2057.9504502182,-0.540629762959096,0.291024298422745,-1.8576791212594,0.0632145951745967,0.753827800955566
"ENSG00000255302.5","EID1",4567.16880558275,-0.246231492266847,0.132580146783634,-1.8572274826991,0.0632787965412716,0.753997350572734
"ENSG00000108557.20","RAI1",3867.98745786085,-0.241019870562359,0.129848654457505,-1.85615993919472,0.0634307643164893,0.754051219252613
"ENSG00000086102.19","NFX1",1974.62295501857,0.18502368712534,0.0997007242894645,1.85579080236323,0.0634833820796352,0.754051219252613
"ENSG00000125505.17","MBOAT7",3591.59165887109,-0.244013184982279,0.131512351954461,-1.85543929034722,0.0635335210699602,0.754051219252613
"ENSG00000149090.13","PAMR1",109.296868030552,0.794091825844593,0.427990944746125,1.85539398810326,0.0635399852731957,0.754051219252613
"ENSG00000167535.8","CACNB3",886.632552080636,-0.355581732354699,0.191653818318365,-1.85533341038907,0.0635486299911411,0.754051219252613
"ENSG00000119771.15","KLHL29",610.368988162181,-0.312775942010467,0.168610643215706,-1.85501897178773,0.0635935174363188,0.754051219252613
"ENSG00000263327.6","TAPT1-AS1",74.1759890403508,0.446557020876483,0.240828283939397,1.85425488058062,0.0637027038682417,0.754051219252613
"ENSG00000159231.6","CBR3",89.1372835837597,-0.475568147261775,0.256478693099927,-1.85422087703982,0.0637075664729964,0.754051219252613
"ENSG00000148672.10","GLUD1",4954.05475990961,0.194678418623115,0.105004718623626,1.85399686009265,0.0637396092089455,0.754051219252613
"ENSG00000080573.7","COL5A3",14.9267937211032,-1.0502722859877,0.566633032128389,-1.85353169765388,0.0638061872190085,0.754051219252613
"ENSG00000165312.7","OTUD1",534.863971173838,0.357280903759476,0.192784364997955,1.85326701033699,0.0638440971558985,0.754051219252613
"ENSG00000196502.14","SULT1A1",62.4719564536406,0.539569094283344,0.291406865491092,1.85160048777175,0.0640832129597603,0.754051219252613
"ENSG00000151611.17","MMAA",393.825866711662,0.235767434121404,0.127335460185757,1.8515457813359,0.0640910748610458,0.754051219252613
"ENSG00000084731.15","KIF3C",400.28932922616,-0.505083180176379,0.272803363698074,-1.85145510425371,0.0641041078838403,0.754051219252613
"ENSG00000167778.9","SPRYD3",1439.09448415519,-0.195750783817114,0.105734406350738,-1.85134423668846,0.0641200458594052,0.754051219252613
"ENSG00000152377.15","SPOCK1",414.283199644997,-1.27686100813043,0.689752779635071,-1.85118646249745,0.0641427326261686,0.754051219252613
"ENSG00000261488.1","TBILA",58.0987492846845,0.55788370081314,0.301377724542248,1.85111126464469,0.0641535478555331,0.754051219252613
"ENSG00000116260.17","QSOX1",10613.0715981888,-0.156033207975212,0.0843009907719181,-1.85090598042163,0.0641830802466261,0.754051219252613
"ENSG00000160862.13","AZGP1",704.060433899808,-0.409500552135372,0.22129499524204,-1.85047362543144,0.0642453159771326,0.754195012852176
"ENSG00000117676.14","RPS6KA1",1790.95565844545,-0.170974130538772,0.0924248011422169,-1.84987285258735,0.0643318774712895,0.754623928191604
"ENSG00000072401.15","UBE2D1",1020.95293558588,-0.189869869898054,0.102665193691444,-1.84940838341668,0.0643988658161059,0.754788043843366
"ENSG00000188112.10","C6orf132",6553.17351832582,0.176242285164684,0.0953811570740315,1.84776837030706,0.0646358584213583,0.754788043843366
"ENSG00000165118.15","C9orf64",193.953078361184,-0.327437738015147,0.177232935760512,-1.8474993748205,0.0646747986469009,0.754788043843366
"ENSG00000144134.19","RABL2A",210.632610257195,0.366573387442467,0.198422804278997,1.84743577621773,0.0646840081134477,0.754788043843366
"ENSG00000160613.15","PCSK7",1982.21857470007,-0.191881172069659,0.103865077641396,-1.84740796836592,0.0646880352004257,0.754788043843366
"ENSG00000121940.17","CLCC1",849.276384121848,0.210320975304487,0.113854661323147,1.84727592933192,0.0647071596978731,0.754788043843366
"ENSG00000128335.14","APOL2",2777.29776332783,-0.358008833848534,0.19380452350778,-1.84726768688741,0.0647083536859681,0.754788043843366
"ENSG00000142227.11","EMP3",56.822599299985,-0.562086441716532,0.30437657227259,-1.84668102909426,0.064793382757525,0.754788043843366
"ENSG00000198356.12","GET3",1274.05467414288,-0.189811178601675,0.102786114589446,-1.84666167565365,0.0647961893786648,0.754788043843366
"ENSG00000157551.19","KCNJ15",303.498201838968,-0.397097772477722,0.215185019465514,-1.84537833286002,0.0649825227511819,0.756374502856157
"ENSG00000121797.10","CCRL2",20.9561346307325,0.983341055373139,0.532996760187703,1.8449287665967,0.0650479014248922,0.756480959975936
"ENSG00000177406.5","NINJ2-AS1",112.982119664868,0.406990019197052,0.220638637270871,1.84459994963349,0.0650957543450237,0.756480959975936
"ENSG00000207611.1","MIR149",20.066878214875,-1.95997105342432,1.06282309314686,-1.84411786501659,0.0651659648844116,0.756480959975936
"ENSG00000126947.13","ARMCX1",38.0647509664171,-0.728819528415824,0.395296872811429,-1.84372702782169,0.0652229320329561,0.756480959975936
"ENSG00000181826.10","RELL1",636.260353586555,0.248252712870429,0.134683854575583,1.84322548276276,0.0652960957604604,0.756480959975936
"ENSG00000230825.3","LINC03016",21.8076576978751,-0.870282445174378,0.472309872384508,-1.84260904981863,0.0653861116502661,0.756480959975936
"ENSG00000116525.14","TRIM62",403.98204396061,-0.236154111194725,0.128165167447895,-1.84257638715085,0.0653908841367857,0.756480959975936
"ENSG00000108106.14","UBE2S",671.046988468819,-0.221622205609632,0.120279314860452,-1.84256292003956,0.0653928519594711,0.756480959975936
"ENSG00000135446.17","CDK4",769.558858972672,0.270391518837676,0.146848697327995,1.84129327503493,0.0655785927061354,0.757222892332449
"ENSG00000256812.2","CAPNS2",593.127466066602,0.251033610083985,0.136367027910845,1.84086735576658,0.0656409992487157,0.757222892332449
"ENSG00000136279.21","DBNL",2987.07647983519,-0.205576223802361,0.111681748546374,-1.84073249638457,0.0656607693169005,0.757222892332449
"ENSG00000105135.16","ILVBL",1144.56456782656,-0.242432419531497,0.131730266701624,-1.84036991347342,0.0657139474595792,0.757222892332449
"ENSG00000105339.11","DENND3",929.942651486703,-0.196458133406021,0.106798703564863,-1.83951796087772,0.0658390386206356,0.757222892332449
"ENSG00000076351.13","SLC46A1",284.286085385676,0.441485555281201,0.24001152495511,1.83943481615632,0.0658512571631579,0.757222892332449
"ENSG00000078487.18","ZCWPW1",117.25955303203,0.42715579425778,0.232249157497833,1.83921353627199,0.0658837844809858,0.757222892332449
"ENSG00000169062.15","UPF3A",1247.91946463626,-0.23356791220019,0.127009933810782,-1.83897357625709,0.0659190726729806,0.757222892332449
"ENSG00000116044.17","NFE2L2",7194.20497928222,0.168367180821451,0.0915731009865488,1.83860958084386,0.0659726310753927,0.757222892332449
"ENSG00000142634.13","EFHD2",2849.00345069592,-0.266938319307677,0.145201361587686,-1.83840093776582,0.0660033470507417,0.757222892332449
"ENSG00000072840.13","EVC",639.411119227735,-0.213451448615614,0.116139768905934,-1.83788422024928,0.0660794678040696,0.757222892332449
"ENSG00000161203.14","AP2M1",8995.49733925012,-0.231393529116984,0.125936639862188,-1.8373805222229,0.0661537401911005,0.757222892332449
"ENSG00000225032.5","lncRNA*6204",32.7597110828831,0.819122908246046,0.445938945256333,1.83684990279376,0.0662320566341466,0.757222892332449
"ENSG00000137076.22","TLN1",5981.60011904463,-0.287674446341549,0.156617236698092,-1.83679939964778,0.0662395145938525,0.757222892332449
"ENSG00000166946.14","CCNDBP1",1273.87177507187,-0.229175149720191,0.12478834036757,-1.83651091957105,0.0662821286260498,0.757222892332449
"ENSG00000083444.17","PLOD1",1977.60778663832,-0.221925340199981,0.120849668311379,-1.83637525283208,0.0663021770084957,0.757222892332449
"ENSG00000187147.19","RNF220",1665.5077943576,-0.266113770100873,0.144923378253699,-1.83623769544636,0.0663225098847608,0.757222892332449
"ENSG00000130985.17","UBA1",8914.65046196298,-0.213330362266265,0.116209352604782,-1.83574176677314,0.0663958576207071,0.757222892332449
"ENSG00000180353.11","HCLS1",1558.8005303705,-0.328453189808156,0.178945040189581,-1.83549758886964,0.0664319960175585,0.757222892332449
"ENSG00000168282.6","MGAT2",1352.53876465862,-0.198224701921509,0.108025278453363,-1.83498441068205,0.0665079993387179,0.757222892332449
"ENSG00000150456.11","EEF1AKMT1",137.16030388206,0.406495393881619,0.221534155529898,1.8349107067003,0.0665189210121195,0.757222892332449
"ENSG00000167992.14","VWCE",38.6416235356443,-0.719352229276636,0.392097766131184,-1.83462465592309,0.0665613228526899,0.757222892332449
"ENSG00000196408.12","NOXO1",60.6399571569701,0.922865794464645,0.503344854713391,1.83346623258945,0.06673326577903,0.757764530508665
"ENSG00000137831.15","UACA",775.415047603922,-0.209340403588642,0.114187244395329,-1.83330813084413,0.0667567609087635,0.757764530508665
"ENSG00000247240.10","UBL7-DT",51.1038011457237,-0.606029642040945,0.330592078390033,-1.83316443936672,0.0667781204704576,0.757764530508665
"ENSG00000006025.13","OSBPL7",1224.17646792517,-0.419855724311911,0.229059988931814,-1.83295094996661,0.0668098657989078,0.757764530508665
"ENSG00000221914.11","PPP2R2A",1981.70585372927,0.201038449168984,0.10975807451956,1.83165065576253,0.0670034846470128,0.759389606236054
"ENSG00000136010.14","ALDH1L2",52.4878745233567,1.24719755506723,0.681203338738204,1.83087410783603,0.0671193357895293,0.759668409151519
"ENSG00000113552.16","GNPDA1",891.38150402339,0.181219869958172,0.0989920243196522,1.83065121865778,0.0671526184773673,0.759668409151519
"ENSG00000204531.21","POU5F1",31.9300740944233,-0.656031505539787,0.358394424246571,-1.83047352625231,0.0671791619362364,0.759668409151519
"ENSG00000104756.17","KCTD9",1102.67124407398,-0.245070482027498,0.133928105447285,-1.8298659658406,0.0672699837636953,0.760125621779284
"ENSG00000172878.14","METAP1D",165.362039020446,0.333895316756301,0.182583260309764,1.82872907510704,0.0674402045696794,0.761139805880667
"ENSG00000107581.14","EIF3A",11932.9687189759,-0.175720653220076,0.0960961157316578,-1.82859267393039,0.0674606510084489,0.761139805880667
"ENSG00000006534.17","ALDH3B1",2101.30492951141,0.386400855061956,0.21144597964656,1.82742114892816,0.0676364718879921,0.762553197631061
"ENSG00000125877.13","ITPA",824.620589681115,-0.199263194959145,0.109092289987586,-1.82655616617655,0.0677665291082212,0.763448910827122
"ENSG00000149292.17","TTC12",550.968300665558,-0.240420686417435,0.131735951022244,-1.82501955276309,0.0679980787798415,0.764624816404563
"ENSG00000101347.11","SAMHD1",1792.07270280343,0.489997751614273,0.268581050814643,1.8243943499664,0.0680924755660262,0.764624816404563
"ENSG00000156650.14","KAT6B",1038.283031865,-0.23661766778728,0.129729961542829,-1.82392459670284,0.0681634725475494,0.764624816404563
"ENSG00000140284.11","SLC27A2",422.873888171596,0.429362460496131,0.235491192423104,1.82326335043861,0.068263514290972,0.764624816404563
"ENSG00000164713.10","BRI3",2285.68457139077,0.268248563580693,0.147146468112089,1.82300375280741,0.0683028225063735,0.764624816404563
"ENSG00000186812.13","ZNF397",740.458213162607,0.209647261758921,0.115035964422453,1.82244972527914,0.0683867754687226,0.764624816404563
"ENSG00000117640.18","MTFR1L",1142.69830635309,-0.205069233061315,0.112532176865929,-1.82231641449215,0.0684069889903708,0.764624816404563
"ENSG00000118515.12","SGK1",5809.18513312862,-0.230813932455659,0.126682278329023,-1.82199069593762,0.0684563973951545,0.764624816404563
"ENSG00000198585.12","NUDT16",1306.46267999085,-0.23664477654559,0.129908469063439,-1.8216270136324,0.0685115991976754,0.764624816404563
"ENSG00000272734.1","ADIRF-AS1",89.6561820431494,0.602083528145815,0.330576849972474,1.82131183171462,0.0685594689206801,0.764624816404563
"ENSG00000078081.8","LAMP3",261.576235835399,0.526630658855366,0.28915409604718,1.82128030020864,0.0685642594274493,0.764624816404563
"ENSG00000137094.16","DNAJB5",275.350160518754,-0.538549759128816,0.295723136244904,-1.82112825518939,0.068587363127853,0.764624816404563
"ENSG00000196507.11","TCEAL3",320.074317772364,-0.427139733517955,0.234576235187591,-1.82089943244408,0.0686221454964397,0.764624816404563
"ENSG00000165434.8","PGM2L1",564.871919579656,-0.309532359932034,0.170027741340462,-1.82048151373269,0.0686857089520626,0.764624816404563
"ENSG00000205922.5","ONECUT3",118.486252232851,0.854408273850369,0.469335852837867,1.82046240167705,0.0686886169617589,0.764624816404563
"ENSG00000182253.15","SYNM",43.5140634713832,0.8360948915341,0.459286345912725,1.82042183264246,0.0686947901101226,0.764624816404563
"ENSG00000262160.1","lncRNA*10016",772.244645977521,0.319913871984569,0.175760104773067,1.82017342557701,0.0687325986771354,0.764624816404563
"ENSG00000155850.9","SLC26A2",562.318558312127,-0.582331685104573,0.320030690465593,-1.81961200114081,0.0688181127642452,0.764771915637141
"ENSG00000136100.14","VPS36",1532.19480973624,0.159196911998081,0.0875139408329233,1.81910345349447,0.0688956482965904,0.764771915637141
"ENSG00000130813.18","SHFL",1056.57829485042,-0.228834968049166,0.12580621252922,-1.81894807457157,0.0689193523978481,0.764771915637141
"ENSG00000168743.13","NPNT",1277.91626797307,0.595628537375779,0.327502926026521,1.81869684220026,0.0689576937643572,0.764771915637141
"ENSG00000107521.21","HPS1",407.682741156391,0.252332090795309,0.138764144633802,1.81842428720482,0.0689993090607987,0.764771915637141
"ENSG00000127507.18","ADGRE2",417.576569839079,-0.549026932577941,0.302044891216711,-1.8176997808714,0.0691100312674272,0.765436726629324
"ENSG00000090372.15","STRN4",3346.92616665039,-0.194261244236311,0.106940257940812,-1.81653988850324,0.0692875948973848,0.766840329440242
"ENSG00000204227.5","RING1",1309.5478525462,-0.303817297981486,0.167287988828232,-1.8161333644428,0.0693499167674987,0.766967371288649
"ENSG00000119888.11","EPCAM",3042.62699067148,0.276747700723144,0.152472650874371,1.81506453213809,0.0695139929772825,0.767911308787878
"ENSG00000242147.3","LASTR",61.080070454805,-0.565196900787126,0.311474761124521,-1.81458330282232,0.0695879703778048,0.767911308787878
"ENSG00000007306.15","CEACAM7",79.9230978275473,0.680144333005019,0.374821243232304,1.81458320542276,0.069587985357178,0.767911308787878
"ENSG00000108799.13","EZH1",781.851921188428,0.1912977925799,0.10555827577294,1.81224817456652,0.0699478584032932,0.77045541979613
"ENSG00000118579.13","MED28",1051.59486602517,0.182176152750488,0.100529836398347,1.8121600439955,0.06996147087293,0.77045541979613
"ENSG00000213445.10","SIPA1",740.893127474174,-0.293547025457993,0.162020604058025,-1.81178824239455,0.0700189225326621,0.77045541979613
"ENSG00000006652.15","IFRD1",300.023178006612,0.376285950758222,0.207761359025113,1.81114502005514,0.0701184061974397,0.77045541979613
"ENSG00000124107.5","SLPI",24017.2973288579,-0.284044494548801,0.156882622777742,-1.8105542189412,0.0702098843290046,0.77045541979613
"ENSG00000230373.9","GOLGA6L5P",37.6763769499457,-1.14401326853452,0.631913868494643,-1.81039430462226,0.0702346618861248,0.77045541979613
"ENSG00000254685.8","FPGT",343.51926128993,0.242210749020525,0.133815246100368,1.81003851264343,0.0702898149978614,0.77045541979613
"ENSG00000064042.18","LIMCH1",3401.65879221386,-0.410650394519159,0.226900863295171,-1.80982297094635,0.070323244485953,0.77045541979613
"ENSG00000122870.12","BICC1",49.5339201424085,-0.696856844488588,0.385049028471896,-1.80978730748687,0.070328776975742,0.77045541979613
"ENSG00000139180.11","NDUFA9",142.729585521959,0.324905195441732,0.179580495172799,1.8092454591413,0.0704128781106395,0.77045541979613
"ENSG00000145349.20","CAMK2D",1552.64710157151,0.31173792320538,0.172313481445139,1.80913252167464,0.0704304176990369,0.77045541979613
"ENSG00000165794.10","SLC39A2",61.8019636135967,-0.499539718641341,0.276122119731803,-1.80912604584719,0.0704314235266067,0.77045541979613
"ENSG00000230896.1","lncRNA*283",48.8116042646618,0.565251437492788,0.312571629493025,1.80839009096762,0.070545809062395,0.770721745378409
"ENSG00000103549.22","RNF40",2895.95651574806,-0.176996348859466,0.0978793194022568,-1.80831201054903,0.0705579536206551,0.770721745378409
"ENSG00000154642.11","C21orf91",724.520619133171,0.283932635470698,0.157123332240189,1.80706857105513,0.0707515883031423,0.771276294856232
"ENSG00000115419.14","GLS",1580.70240657987,-0.239140969178245,0.132360575381155,-1.80673866436132,0.0708030361279822,0.771276294856232
"ENSG00000257261.7","SLC38A4-AS1",53.4609670462126,-0.54271944004122,0.300466297717383,-1.80625728796944,0.0708781601732252,0.771276294856232
"ENSG00000161677.12","JOSD2",433.760080540027,-0.276673960880688,0.15317931483807,-1.80620967767853,0.0708855938298723,0.771276294856232
"ENSG00000069667.16","RORA",269.622406305091,0.369644797860664,0.204661903727129,1.80612410580087,0.0708989562449996,0.771276294856232
"ENSG00000003402.21","CFLAR",6579.50197711404,-0.159649873894016,0.08839881686248,-1.80601822015763,0.070915493600636,0.771276294856232
"ENSG00000176222.10","ZNF404",53.6003641266807,0.502274367500855,0.278355069184283,1.80443765214251,0.0711627249403694,0.773407568966479
"ENSG00000160221.18","GATD3",195.932208958018,-0.324013820969711,0.179642821912178,-1.80365581836669,0.0712852797736376,0.774181746137741
"ENSG00000145012.15","LPP",2251.61555354427,0.189919625866253,0.105331679501259,1.803062732556,0.0713783631337295,0.774384428308806
"ENSG00000087087.20","SRRT",3904.43735137453,-0.202363799158549,0.112244562619164,-1.80288286965981,0.0714066118513456,0.774384428308806
"ENSG00000196943.14","NOP9",1651.3476356113,-0.153042763165356,0.0849274623758251,-1.80204092862335,0.0715389663936778,0.774734778054891
"ENSG00000214253.9","FIS1",2244.22135007462,-0.217259832439083,0.120568254758949,-1.80196547485445,0.0715508376615318,0.774734778054891
"ENSG00000204410.16","MSH5",31.3958960785313,0.748098921827303,0.415242328958128,1.80159600709382,0.0716089899496128,0.774734778054891
"ENSG00000076554.16","TPD52",1672.28153261914,0.175495393750306,0.0974506897699627,1.80086353585153,0.0717243915743501,0.774734778054891
"ENSG00000121680.16","PEX16",502.06198739856,-0.217636767396996,0.120852281407009,-1.80084947394608,0.0717266085323191,0.774734778054891
"ENSG00000126391.14","FRMD8",2415.24621001567,-0.290982784580491,0.161610169248755,-1.80052273896577,0.0717781364017275,0.774734778054891
"ENSG00000163083.6","INHBB",851.949891215486,-0.382633374856875,0.212534481578247,-1.80033551269187,0.0718076766605344,0.774734778054891
"ENSG00000163818.20","LZTFL1",534.24598597487,-0.26233718908682,0.145745952859402,-1.79996208429809,0.071866625331488,0.774734778054891
"ENSG00000179869.15","ABCA13",206.109027087981,1.57438930123535,0.874817114739658,1.7996782124043,0.0719114633061858,0.774734778054891
"ENSG00000106692.15","FKTN",555.079260461253,0.20862831012987,0.115942069259895,1.79941854981224,0.0719524974514354,0.774734778054891
"ENSG00000137312.15","FLOT1",2161.01682772802,-0.233564165029533,0.129840114099551,-1.79885982578893,0.0720408569251182,0.77513290065293
"ENSG00000076513.17","ANKRD13A",3865.79604128261,0.217005201844632,0.120766098442748,1.79690496457918,0.072350708355822,0.777911928401692
